fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.0;0.31;0.45;43832.0;0.21600000000000003;5;16.0;0.9935799999999999;42064.0;0.81;43963.0;7.0
43990.0;0.52;0.38;43952.0;0.096;5;18.0;0.99666;43864.0;0.52;43930.0;5.0
43929.0;0.34;0.42;43832.0;0.07200000000000001;23;36.0;0.99392;44138.0;0.78;43933.0;6.0
43928.0;0.49;0.27;43832.0;0.071;14;25.0;0.9938799999999999;12844.0;0.63;;6.0
43836.0;0.48;0.09;44013.0;0.078;18;30.0;0.9940200000000001;16497.0;0.54;43872.0;6.0
43928.0;0.49;0.27;43832.0;0.071;14;25.0;0.9938799999999999;12844.0;0.63;12.0;6.0
;0.48;0.34;43863.0;;16;25.0;0.9936;46813.0;0.66;43933.0;6.0
43896.0;0.57;0.28;43832.0;0.048;13;49.0;;15036.0;0.6;44055.0;
43869.0;0.23;0.42;44075.0;0.069;9;17.0;0.9937600000000001;44256.0;0.54;43902.0;6.0
43839.0;0.3;0.41;2.0;0.068;10;24.0;0.99523;46447.0;0.85;44023.0;7.0
43838.0;0.78;0.1;43893.0;0.09;4;13.0;0.99855;13210.0;0.49;43960.0;
44053.0;0.47;0.43;43832.0;0.171;27;;0.9982;42795.0;0.76;44053.0;6.0
43898.0;0.53;0.0;43922.0;0.07;6;14.0;0.99593;45717.0;0.64;10.0;6.0
43926.0;0.42;0.27;2.0;0.092;23;55.0;0.99471;28550.0;0.64;43902.0;7.0
44081.0;0.33;0.41;43952.0;0.055999999999999994;6;35.0;0.9939600000000001;47178.0;0.71;11.0;
44082.0;0.24;0.39;43983.0;0.07400000000000001;3;10.0;0.99698;44168.0;0.59;43960.0;6.0
5.0;0.4;0.5;43894.0;0.046;29;;0.9902;17958.0;0.66;43995.0;6.0
7.0;0.69;0.07;43953.0;0.091;15;;0.99572;13940.0;0.6;43901.0;6.0
7.0;0.69;0.07;43953.0;0.091;15;21.0;;13940.0;0.6;43901.0;6.0
7.0;0.69;;43953.0;0.091;15;;0.99572;;0.6;43901.0;6.0
43837.0;0.39;0.12;43832.0;0.065;14;24.0;0.9925200000000001;43893.0;0.53;43903.0;6.0
43987.0;0.66;0.0;43953.0;0.066;7;15.0;0.99256;19054.0;0.58;44086.0;5.0
44081.0;0.54;0.34;43953.0;0.076;8;17.0;;43864.0;0.72;43843.0;8.0
43988.0;0.5;0.0;44044.0;0.062;21;28.0;0.9935200000000001;16132.0;0.55;43902.0;6.0
43896.0;0.47;0.0;43922.0;0.055;27;33.0;0.9922;16497.0;0.48;43902.0;6.0
44022.0;0.4;0.37;44075.0;0.081;17;29.0;0.99674;44168.0;0.65;43872.0;6.0
43957.0;0.58;0.0;43863.0;0.096;3;13.0;0.9955700000000001;22706.0;0.62;43962.0;4.0
44051.0;0.24;0.35;44013.0;0.055;13;27.0;0.9939399999999999;41699.0;0.59;43901.0;7.0
44048.0;0.29;0.26;44013.0;0.063;3;11.0;0.9915;14305.0;0.54;43964.0;6.0
43896.0;0.76;0.0;44076.0;0.07200000000000001;26;52.0;0.99379;18688.0;0.6;43962.0;
10.0;0.43;0.33;44014.0;0.095;28;89.0;0.9984;44621.0;0.68;10.0;5.0
;0.43;0.35;43893.0;0.092;24;70.0;0.99798;44256.0;0.69;43961.0;6.0
43839.0;0.6;0.0;44075.0;0.057999999999999996;5;10.0;0.9977;43160.0;0.63;43931.0;6.0
44079.0;0.19;0.21;44013.0;;57;135.0;0.99341;11749.0;;43960.0;5.0
43928.0;0.36;0.34;44044.0;0.075;18;38.0;0.9933;13940.0;0.88;;7.0
43868.0;0.48;0.07;43956.0;0.08900000000000001;10;18.0;0.99684;;0.68;43872.0;7.0
43959.0;0.28;0.35;44013.0;0.061;6;15.0;0.99524;43893.0;0.74;44054.0;7.0
8.0;0.25;0.43;44013.0;0.067;22;50.0;0.9946;13940.0;0.6;44085.0;6.0
43931.0;0.52;0.45;2.0;0.08;6;;0.99774;44621.0;0.76;43932.0;6.0
43931.0;;0.45;2.0;0.08;6;13.0;0.99774;44621.0;0.76;43932.0;6.0
43958.0;;0.15;;0.10400000000000001;29;94.0;0.9978600000000001;41699.0;0.58;43839.0;5.0
43869.0;0.51;0.24;2.0;0.079;16;86.0;0.99764;12479.0;;43960.0;6.0
43897.0;0.4;0.3;44013.0;0.08;33;;0.9969;15036.0;0.65;43960.0;6.0
43869.0;0.38;0.32;43953.0;0.08;24;71.0;0.99624;46447.0;0.85;11.0;6.0
44080.0;0.45;0.11;43923.0;0.043;6;12.0;0.99354;43893.0;0.65;43932.0;6.0
7.0;0.22;0.3;44044.0;0.065;16;20.0;0.99672;22341.0;0.82;10.0;6.0
43897.0;0.32;0.23;43892.0;0.066;35;70.0;0.9958799999999999;15766.0;0.62;43840.0;5.0
43869.0;0.2;0.43;43953.0;;31;51.0;0.99672;19419.0;0.81;43931.0;6.0
;0.5;0.12;44044.0;0.17800000000000002;6;21.0;0.996;46813.0;0.87;44052.0;6.0
10.0;0.41;0.45;43867.0;0.071;6;14.0;0.99702;44256.0;0.49;44054.0;7.0
44050.0;0.39;0.42;;;9;21.0;0.99526;14305.0;0.66;43993.0;6.0
10.0;0.35;0.47;2.0;0.061;6;11.0;0.99585;44986.0;0.52;12.0;6.0
43869.0;0.33;0.32;44045.0;0.067;4;12.0;0.9947299999999999;43893.0;0.76;44055.0;7.0
43836.0;0.58;0.23;43953.0;0.044000000000000004;16;70.0;0.9935200000000001;16862.0;0.65;43963.0;6.0
;0.6;0.25;43863.0;0.11800000000000001;9;38.0;0.99616;42064.0;0.53;44052.0;5.0
43991.0;0.42;0.35;43832.0;0.083;17;38.0;0.9962200000000001;44986.0;0.66;43841.0;6.0
43988.0;0.58;0.0;43863.0;0.1;50;63.0;0.99544;21610.0;0.68;43932.0;6.0
43898.0;0.6;0.25;43863.0;;9;38.0;0.99616;42064.0;0.53;44052.0;5.0
43959.0;0.18;0.51;27395.0;0.071;;88.0;0.99524;12114.0;0.76;44054.0;7.0
43835.0;0.51;0.18;43832.0;0.042;16;101.0;0.9924;16862.0;0.87;44086.0;7.0
44018.0;0.41;0.43;44045.0;0.076;22;54.0;0.99572;15401.0;Jan 16;43992.0;6.0
43871.0;0.41;0.43;43863.0;0.11;11;37.0;0.9972799999999999;42430.0;0.67;44053.0;5.0
43992.0;0.36;0.57;43892.0;0.087;6;;0.9967600000000001;;0.72;;7.0
44051.0;0.45;0.43;43922.0;0.076;12;21.0;0.99551;44256.0;0.75;43871.0;6.0
43959.0;0.32;0.42;43892.0;0.075;12;19.0;0.99434;41699.0;0.71;44054.0;7.0
9.0;0.785;0.24;44013.0;0.078;10;21.0;0.99692;47178.0;0.67;10.0;5.0
;0.785;0.24;44013.0;0.078;10;21.0;0.99692;47178.0;0.67;10.0;5.0
43959.0;0.44;0.5;44075.0;0.369;15;38.0;0.99634;43833.0;01. Jan;43930.0;5.0
44083.0;0.54;0.26;2.0;0.111;7;60.0;0.9970899999999999;34366.0;;43871.0;5.0
43869.0;0.33;0.39;43953.0;0.07400000000000001;;48.0;0.9952799999999999;11749.0;0.88;43933.0;7.0
43957.0;0.34;0.27;;0.067;8;44.0;;;0.56;12.0;6.0
43989.0;0.5;0.29;43892.0;0.086;5;14.0;0.9950200000000001;11749.0;0.62;43962.0;6.0
43870.0;0.36;0.34;43983.0;0.062;5;12.0;0.9966700000000001;43864.0;0.67;43961.0;6.0
43837.0;0.59;0.0;43863.0;0.078;;44.0;0.9952200000000001;15401.0;0.68;44053.0;6.0
44021.0;0.42;0.46;43832.0;;5;16.0;0.99649;46447.0;0.74;43902.0;6.0
43989.0;0.36;0.31;44013.0;0.079;26;65.0;0.99716;16862.0;0.62;43960.0;6.0
43989.0;0.36;0.31;44013.0;0.079;26;65.0;0.99716;16862.0;0.62;43960.0;6.0
43957.0;0.61;0.0;43863.0;0.095;48;59.0;0.99541;22341.0;0.7;43962.0;6.0
43957.0;0.88;0.03;43987.0;0.079;23;47.0;0.99572;21245.0;0.5;43872.0;4.0
43837.0;0.66;0.0;43923.0;0.052000000000000005;6;11.0;0.99318;12844.0;0.66;44024.0;7.0
43987.0;0.915;0.0;43832.0;0.040999999999999995;17;78.0;0.99346;24898.0;0.73;43932.0;5.0
43869.0;0.35;0.33;43923.0;0.076;11;47.0;0.9959899999999999;46447.0;0.81;11.0;6.0
43869.0;0.35;0.33;43923.0;0.076;11;47.0;;46447.0;0.81;11.0;6.0
44052.0;0.39;0.43;23743.0;0.068;5;11.0;0.9947799999999999;43525.0;0.46;43932.0;5.0
43871.0;0.4;0.4;43953.0;0.068;41;54.0;0.99754;13940.0;0.86;43961.0;6.0
44049.0;0.66;0.07;43983.0;0.07;16;61.0;0.99572;47178.0;0.6;43899.0;5.0
44018.0;0.64;0.23;43832.0;0.08;11;119.0;0.9953799999999999;13210.0;0.7;44084.0;5.0
7.0;0.43;0.3;2.0;0.085;6;39.0;0.99346;12114.0;0.46;44085.0;6.0
43988.0;0.8;0.03;44050.0;0.079;;12.0;0.9963;19054.0;0.5;43873.0;5.0
;0.43;0.3;2.0;0.085;6;39.0;0.99346;12114.0;0.46;44085.0;6.0
44018.0;0.64;0.23;43832.0;0.08;11;119.0;0.9953799999999999;13210.0;0.7;44084.0;5.0
;0.955;0.05;44044.0;0.075;5;19.0;0.99616;43893.0;;43991.0;4.0
43839.0;;0.57;;0.08;6;20.0;0.9965200000000001;46813.0;0.57;43963.0;6.0
43957.0;0.885;0.0;43892.0;0.166;6;12.0;0.99551;20515.0;0.51;44053.0;5.0
43868.0;0.25;0.37;43953.0;0.063;11;41.0;0.99439;19054.0;0.8;43933.0;7.0
43927.0;0.885;0.0;43892.0;0.166;6;12.0;;20515.0;;44053.0;5.0
7.0;0.745;0.12;44044.0;0.114;15;64.0;0.9958799999999999;44621.0;0.59;43960.0;6.0
43867.0;0.43;0.22;44044.0;0.078;21;56.0;0.9963299999999999;19054.0;0.6;43960.0;6.0
;0.58;0.23;43892.0;0.076;23;94.0;0.9968600000000001;44256.0;0.58;43960.0;6.0
44019.0;0.57;0.21;43952.0;0.069;4;9.0;0.9945799999999999;;0.54;44052.0;6.0
44019.0;0.26;0.26;2.0;0.052000000000000005;19;77.0;0.9951;42064.0;0.79;44084.0;6.0
44081.0;0.58;0.23;43892.0;0.076;23;94.0;0.9968600000000001;44256.0;0.58;43960.0;6.0
44019.0;0.57;0.21;43952.0;0.069;4;9.0;0.9945799999999999;42430.0;0.54;44052.0;6.0
44081.0;;0.36;44075.0;0.065;5;10.0;0.99419;46447.0;0.54;43872.0;7.0
43990.0;0.42;0.39;44044.0;0.068;6;12.0;0.99516;12844.0;0.69;44023.0;8.0
44083.0;0.74;0.19;44048.0;0.111;33;76.0;0.9987799999999999;41699.0;0.55;43930.0;5.0
43868.0;0.36;0.46;43832.0;0.07400000000000001;24;44.0;0.99534;;0.85;11.0;7.0
43868.0;0.36;0.46;43832.0;0.07400000000000001;24;44.0;0.99534;43924.0;0.85;11.0;7.0
43868.0;0.36;0.46;43832.0;0.07400000000000001;24;44.0;0.99534;43924.0;0.85;11.0;7.0
44083.0;;0.55;44013.0;0.136;24;52.0;0.9975200000000001;12844.0;0.94;10.0;5.0
43868.0;0.36;0.46;43832.0;0.07400000000000001;24;44.0;0.99534;43924.0;0.85;11.0;7.0
43867.0;0.39;0.43;2.0;0.071;14;24.0;0.9942799999999999;16497.0;0.87;43872.0;7.0
44049.0;0.65;0.02;43832.0;0.078;8;15.0;0.99498;12844.0;0.62;43931.0;6.0
43988.0;0.44;0.15;43832.0;0.076;22;53.0;0.9957;11749.0;0.62;43899.0;5.0
44049.0;0.65;0.02;43832.0;0.078;8;15.0;0.99498;12844.0;0.62;43931.0;6.0
43991.0;0.38;0.42;44075.0;0.071;5;13.0;0.99659;42064.0;0.75;43961.0;6.0
43871.0;0.33;0.46;44075.0;0.081;6;9.0;0.9962799999999999;43833.0;0.48;43931.0;6.0
44051.0;0.27;0.46;43832.0;0.095;20;29.0;0.9948799999999999;46082.0;0.56;43901.0;6.0
44081.0;0.57;0.31;2.0;;10;79.0;0.99677;47178.0;0.69;43960.0;6.0
43869.0;0.34;0.37;44075.0;0.057;43;74.0;0.99408;44986.0;0.81;12.0;6.0
;0.4;0.31;44075.0;0.08199999999999999;8;24.0;0.996;45352.0;0.69;43992.0;6.0
9.0;0.39;0.4;43891.0;0.044000000000000004;25;50.0;0.9947799999999999;43864.0;0.83;44084.0;6.0
44084.0;0.32;0.52;44044.0;0.132;17;44.0;0.99734;46813.0;0.77;43962.0;6.0
44084.0;0.32;0.52;44044.0;0.132;17;44.0;0.99734;46813.0;0.77;43962.0;6.0
43838.0;0.53;0.22;43863.0;0.078;33;89.0;0.9967799999999999;46082.0;0.46;43991.0;6.0
43961.0;0.36;0.47;43863.0;0.07400000000000001;9;23.0;0.9963799999999999;44986.0;0.76;12.0;6.0
43994.0;0.39;0.49;43953.0;0.08;8;20.0;0.9992;44015.0;;43900.0;6.0
43870.0;0.46;0.23;43984.0;0.091;18;77.0;0.9992200000000001;42064.0;0.51;43930.0;5.0
43958.0;0.58;0.03;;0.08;27;46.0;0.99592;43864.0;0.47;43870.0;5.0
9.0;0.58;0.25;;0.10400000000000001;8;21.0;0.99769;46447.0;0.72;43991.0;5.0
43835.0;0.42;0.0;44044.0;0.044000000000000004;18;88.0;0.9915700000000001;24898.0;0.73;43995.0;7.0
43989.0;0.43;0.29;43832.0;0.075;19;66.0;0.99718;43924.0;;43960.0;5.0
44019.0;0.18;0.34;44014.0;0.066;15;58.0;0.9947;13575.0;0.78;44054.0;6.0
44050.0;0.815;0.01;43984.0;;48;90.0;0.99621;13940.0;0.62;44053.0;5.0
43989.0;0.43;0.29;43832.0;0.075;19;66.0;0.99718;43924.0;0.64;43960.0;5.0
43871.0;;0.37;43863.0;0.057;14;36.0;0.9961399999999999;44986.0;0.49;43899.0;4.0
43837.0;0.75;0.01;43863.0;0.059000000000000004;11;18.0;0.9924200000000001;14305.0;0.4;44055.0;6.0
6.0;0.33;0.32;44086.0;0.054000000000000006;6;113.0;0.99572;43893.0;0.56;43962.0;4.0
44050.0;0.55;0.0;44013.0;0.07;7;;0.99659;46082.0;0.64;43930.0;6.0
43837.0;0.75;0.01;43863.0;0.059000000000000004;11;18.0;0.9924200000000001;14305.0;0.4;44055.0;6.0
43838.0;0.73;0.0;43953.0;0.081;12;24.0;0.99798;13940.0;0.46;43991.0;4.0
43957.0;0.67;0.0;43894.0;0.057;11;20.0;0.9948799999999999;16497.0;0.56;44054.0;4.0
43958.0;0.61;0.2;44013.0;0.076;36;60.0;0.9949399999999999;43833.0;0.4;43899.0;5.0
44052.0;0.37;0.39;43953.0;0.079;28;65.0;0.99729;42430.0;0.59;44052.0;5.0
9.0;0.4;0.41;2.0;0.057999999999999996;15;40.0;0.9941399999999999;44621.0;0.6;43873.0;6.0
43898.0;0.56;0.22;43923.0;0.08199999999999999;10;;0.9983;13575.0;0.62;43960.0;5.0
44079.0;0.29;0.25;43934.0;0.067;72;160.0;0.99721;12114.0;0.54;43900.0;6.0
43928.0;0.55;0.19;;0.08199999999999999;15;34.0;0.99655;17958.0;0.68;43961.0;5.0
43928.0;0.74;0.07;44013.0;0.086;15;48.0;0.9950200000000001;44168.0;0.48;10.0;5.0
43928.0;0.55;0.19;44044.0;0.08199999999999999;15;34.0;0.99655;17958.0;0.68;43961.0;
44080.0;0.41;;43863.0;0.081;22;36.0;0.9949;15036.0;0.75;43841.0;6.0
43837.0;0.6;0.01;43892.0;0.079;;37.0;0.9951399999999999;43924.0;0.61;;6.0
43837.0;0.6;0.01;43892.0;0.079;24;37.0;0.9951399999999999;43924.0;0.61;44084.0;6.0
43958.0;0.58;0.14;43863.0;0.077;27;60.0;0.9963;46813.0;0.59;44052.0;5.0
43837.0;0.72;0.0;44044.0;0.12300000000000001;;14.0;0.9962700000000001;16497.0;0.58;44052.0;5.0
44081.0;0.66;0.0;43922.0;0.096;6;13.0;0.99569;15766.0;0.58;43960.0;5.0
44050.0;0.7;0.06;44075.0;0.079;20;35.0;0.9962799999999999;43924.0;0.69;44084.0;5.0
43836.0;0.64;0.02;43923.0;0.069;26;46.0;0.9935799999999999;17227.0;0.45;;5.0
;0.59;0.22;44044.0;0.08199999999999999;43;60.0;0.9949899999999999;43833.0;0.42;43870.0;5.0
7.0;0.58;0.28;;0.085;;69.0;0.9963299999999999;11749.0;0.7;11.0;6.0
44049.0;0.64;0.0;44014.0;0.12300000000000001;15;33.0;0.9953799999999999;16132.0;0.63;43901.0;6.0
44049.0;0.64;0.0;44014.0;0.12300000000000001;15;33.0;0.9953799999999999;16132.0;0.63;43901.0;6.0
43990.0;0.635;0.68;44044.0;0.40299999999999997;19;56.0;0.9963200000000001;43864.0;Jan 15;;5.0
43896.0;01. Feb;0.0;2.0;0.083;17;24.0;0.9943700000000001;21610.0;0.55;43872.0;4.0
44052.0;;0.38;43953.0;0.081;34;66.0;0.99726;42064.0;0.58;44052.0;5.0
43869.0;0.78;0.0;43863.0;0.08900000000000001;13;26.0;0.9978;13575.0;0.46;43991.0;4.0
43959.0;0.37;0.32;44044.0;0.066;26;51.0;0.99456;13940.0;0.72;44054.0;6.0
43868.0;0.57;0.05;43892.0;0.081;16;36.0;0.99564;13940.0;0.6;43900.0;6.0
43868.0;0.57;0.05;43892.0;0.081;;36.0;0.99564;13940.0;0.6;43900.0;6.0
43931.0;0.43;0.5;43892.0;0.068;13;19.0;0.996;43833.0;0.87;43932.0;6.0
44080.0;0.41;0.31;2.0;0.079;21;51.0;0.9966799999999999;17227.0;;43960.0;6.0
43956.0;0.49;0.03;44044.0;;28;87.0;0.9908;;0.82;;8.0
5.0;0.38;0.01;43983.0;0.048;26;60.0;0.9908399999999999;44015.0;0.75;14.0;6.0
43897.0;0.44;0.2;43983.0;0.049;24;64.0;0.9935;13940.0;0.57;44023.0;6.0
44079.0;0.46;;44075.0;0.077;25;44.0;;43954.0;0.53;43872.0;5.0
43958.0;0.58;0.2;2.0;0.073;34;44.0;0.9949399999999999;43833.0;0.43;43899.0;5.0
44050.0;0.58;0.13;43832.0;0.102;17;36.0;0.9944;45352.0;0.53;43872.0;6.0
8.0;0.715;0.22;43892.0;0.075;13;81.0;0.9968799999999999;45352.0;0.54;43960.0;6.0
43959.0;0.4;0.4;43896.0;0.05;3;10.0;0.99566;46813.0;0.56;12.0;4.0
7.0;0.69;0.0;44075.0;0.114;3;10.0;0.99636;12844.0;0.6;44021.0;6.0
8.0;0.715;0.22;43892.0;0.075;13;81.0;0.9968799999999999;45352.0;0.54;43960.0;6.0
44052.0;0.3;0.39;44013.0;0.062;3;9.0;0.9948;41699.0;0.57;43962.0;7.0
43837.0;0.46;0.2;44075.0;0.077;28;54.0;0.9956;13575.0;0.64;43931.0;6.0
43837.0;0.46;0.2;44075.0;0.077;28;54.0;0.9956;13575.0;0.64;43931.0;6.0
44081.0;0.765;0.0;2.0;0.084;9;22.0;0.9961899999999999;12114.0;0.68;44084.0;6.0
44020.0;0.63;0.28;44014.0;0.096;17;69.0;0.99734;46082.0;0.63;43871.0;6.0
7.0;0.42;0.19;43892.0;0.071;18;36.0;0.9947600000000001;14305.0;0.56;44084.0;5.0
43901.0;0.37;0.5;44044.0;0.09;20;;0.99734;42064.0;0.57;43961.0;5.0
43837.0;0.16;0.44;43953.0;0.068;17;31.0;0.9932799999999999;12844.0;0.54;43933.0;6.0
8.0;0.6;0.08;43984.0;0.055999999999999994;3;7.0;0.9928600000000001;44621.0;0.37;13.0;5.0
;0.6;0.3;43955.0;0.068;20;110.0;0.9991399999999999;43893.0;Jan 17;43871.0;5.0
7.0;0.6;0.3;43955.0;0.068;20;110.0;0.9991399999999999;;Jan 17;43871.0;5.0
43989.0;0.74;0.0;44075.0;0.1;6;12.0;0.99521;13210.0;0.59;11.0;5.0
43869.0;0.635;0.1;;0.073;25;60.0;0.9963799999999999;47178.0;0.75;44084.0;6.0
44079.0;0.395;0.13;43923.0;0.055999999999999994;14;28.0;0.9936200000000001;22706.0;0.67;43933.0;6.0
43958.0;0.755;0.0;44075.0;0.084;6;12.0;0.99672;12479.0;0.49;44021.0;4.0
43869.0;0.635;0.1;43832.0;;25;60.0;0.9963799999999999;47178.0;0.75;44084.0;6.0
43988.0;0.63;0.0;43894.0;0.09300000000000001;51;77.5;0.9955799999999999;43864.0;0.45;43960.0;5.0
43988.0;0.63;0.0;43894.0;0.09300000000000001;51;77.5;0.9955799999999999;43864.0;0.45;43960.0;
43868.0;0.53;0.14;43832.0;0.064;15;29.0;0.99323;12844.0;0.61;43842.0;6.0
44017.0;0.6;0.0;43922.0;0.063;11;18.0;0.9919100000000001;16497.0;0.56;43873.0;6.0
43989.0;Jan 58;0.0;43832.0;0.13699999999999998;5;9.0;0.9947600000000001;43954.0;;44084.0;3.0
43866.0;0.645;0.0;42036.0;0.08;15;28.0;0.99444;28550.0;0.61;43963.0;6.0
44018.0;0.86;0.07;2.0;0.1;20;57.0;0.99598;43985.0;0.74;44023.0;6.0
43839.0;0.37;0.32;43832.0;0.064;4;15.0;0.9957600000000001;43893.0;0.8;43872.0;6.0
8.0;0.28;0.44;44044.0;0.081;28;68.0;0.9950100000000001;13210.0;0.66;43872.0;5.0
43989.0;0.79;0.21;43892.0;0.087;21;68.0;0.9955;44168.0;0.44;43870.0;5.0
43958.0;0.61;0.26;44075.0;0.073;24;88.0;0.9961200000000001;43893.0;0.53;44052.0;5.0
44021.0;0.69;0.32;43953.0;0.08800000000000001;22;91.0;0.9979;47178.0;0.62;43840.0;5.0
44049.0;0.68;0.09;44077.0;;15;29.0;0.99524;15036.0;0.52;43841.0;4.0
44021.0;0.69;0.32;43953.0;0.08800000000000001;22;91.0;0.9979;47178.0;0.62;43840.0;5.0
;0.62;0.1;43922.0;0.071;27;63.0;0.996;46813.0;0.61;43870.0;5.0
43958.0;0.61;0.26;44075.0;0.073;24;88.0;0.9961200000000001;43893.0;0.53;44052.0;5.0
;0.51;0.15;3.0;0.064;12;27.0;0.9929;12114.0;0.59;44055.0;6.0
8.0;Jan 18;0.21;44075.0;0.083;14;41.0;0.9953200000000001;12479.0;0.47;43961.0;5.0
7.0;0.36;0.21;43892.0;0.086;;65.0;0.9955799999999999;43924.0;0.54;43840.0;6.0
7.0;0.36;0.21;43923.0;0.086;24;69.0;0.99556;43924.0;0.53;43840.0;6.0
;0.63;0.27;2.0;0.083;17;91.0;0.99616;46082.0;0.58;44052.0;6.0
43926.0;0.74;0.0;43862.0;0.040999999999999995;16;46.0;0.9925799999999999;43834.0;0.59;43963.0;6.0
44083.0;0.44;0.46;43863.0;;10;41.0;0.9963799999999999;43160.0;0.69;;6.0
43958.0;0.63;0.27;2.0;0.083;17;91.0;;46082.0;0.58;44052.0;6.0
43839.0;0.76;0.68;44013.0;0.414;18;64.0;0.9965200000000001;44076.0;Jan 33;43839.0;6.0
44021.0;0.66;0.34;43984.0;0.094;12;88.0;0.9979600000000001;46082.0;0.66;43840.0;5.0
5.0;0.74;0.0;43862.0;0.040999999999999995;16;46.0;;43834.0;0.59;43963.0;6.0
43839.0;0.34;0.42;44044.0;0.057999999999999996;9;18.0;0.99392;43160.0;0.55;43932.0;5.0
43839.0;0.36;;44044.0;0.06;21;55.0;0.99495;43160.0;0.82;11.0;7.0
44018.0;0.46;0.24;44013.0;0.077;18;34.0;0.9948;14305.0;0.6;43992.0;6.0
44018.0;0.46;0.24;44013.0;0.077;18;34.0;0.9948;14305.0;0.6;43992.0;6.0
44018.0;0.46;0.24;44013.0;0.077;18;34.0;0.9948;14305.0;0.6;43992.0;6.0
44018.0;0.46;0.24;;0.077;18;34.0;0.9948;14305.0;0.6;43992.0;6.0
43957.0;0.52;0.11;44044.0;0.073;13;38.0;0.9955;12479.0;;43899.0;5.0
43928.0;0.6;;43832.0;0.083;17;91.0;0.99616;;0.56;44052.0;
43928.0;0.6;;43832.0;0.083;17;91.0;0.99616;47178.0;0.56;44052.0;6.0
44050.0;0.87;0.26;44046.0;0.107;31;67.0;0.9966799999999999;46082.0;0.46;43870.0;5.0
43929.0;0.39;0.1;;0.075;6;25.0;0.9958100000000001;44077.0;0.43;44021.0;6.0
43839.0;0.775;0.22;43863.0;0.079;12;48.0;0.9976;43160.0;0.51;43991.0;5.0
43868.0;0.835;0.0;2.0;0.166;4;11.0;0.99608;14305.0;;10.0;5.0
43988.0;0.58;0.02;43923.0;0.069;19;40.0;0.99387;13940.0;0.66;43994.0;
6.0;0.5;0.0;43922.0;0.057;15;26.0;0.9944799999999999;13210.0;0.45;43960.0;5.0
6.0;0.5;0.0;43922.0;0.057;15;26.0;0.9944799999999999;13210.0;0.45;43960.0;5.0
6.0;0.5;0.0;43922.0;0.057;15;26.0;0.9944799999999999;13210.0;0.45;43960.0;5.0
43958.0;0.51;0.02;44013.0;0.084;13;31.0;0.9953799999999999;13210.0;0.54;43961.0;6.0
43958.0;0.51;0.02;44013.0;0.084;13;31.0;0.9953799999999999;13210.0;0.54;43961.0;6.0
43958.0;;0.02;44013.0;0.084;13;31.0;0.9953799999999999;13210.0;0.54;43961.0;
43989.0;0.54;0.02;44013.0;0.085;17;31.0;0.9958899999999999;13575.0;0.51;43931.0;6.0
43958.0;0.51;0.02;;0.084;13;31.0;0.9953799999999999;;0.54;43961.0;6.0
43962.0;0.42;0.48;43984.0;0.077;8;20.0;0.9985200000000001;44077.0;0.53;11.0;5.0
43869.0;0.44;0.24;43892.0;0.063;10;28.0;0.99613;45717.0;0.53;43871.0;6.0
43836.0;0.59;0.01;43832.0;0.055999999999999994;5;13.0;0.99472;19054.0;0.56;43932.0;5.0
43868.0;0.655;0.03;44044.0;0.078;;12.0;0.99587;12479.0;0.39;43960.0;5.0
43868.0;0.655;0.03;44044.0;0.078;7;12.0;0.99587;12479.0;0.39;43960.0;5.0
44080.0;0.57;0.0;44045.0;0.081;21;41.0;0.99518;15036.0;0.52;44053.0;5.0
9.0;0.6;0.29;2.0;0.069;;73.0;0.99654;12479.0;0.57;10.0;5.0
43868.0;0.62;0.01;43892.0;0.065;8;46.0;;11749.0;0.51;44054.0;6.0
43989.0;0.645;0.03;44075.0;0.086;14;57.0;0.9969;13575.0;0.46;43900.0;5.0
43989.0;0.645;0.03;44075.0;0.086;14;57.0;0.9969;13575.0;0.46;43900.0;5.0
43868.0;0.58;0.03;43892.0;0.077;7;28.0;0.9956799999999999;12844.0;0.52;10.0;
43836.0;0.32;0.25;44044.0;0.086;5;32.0;;13210.0;0.44;43840.0;5.0
43836.0;0.34;0.25;44044.0;0.084;4;;0.99464;13210.0;0.44;43840.0;5.0
43897.0;0.43;0.24;43953.0;0.078;27;67.0;0.9964799999999999;43985.0;0.59;43841.0;6.0
43928.0;0.64;0.17;43926.0;0.168;52;98.0;0.99736;46813.0;0.5;43960.0;5.0
43993.0;0.475;0.4;43922.0;0.091;6;28.0;0.9970399999999999;44015.0;0.65;1003333333.0;
43870.0;0.54;0.31;43892.0;0.11199999999999999;11;38.0;0.9969899999999999;;0.56;44084.0;5.0
43898.0;0.85;0.14;43953.0;0.09300000000000001;13;54.0;0.99724;13210.0;0.54;43840.0;5.0
43993.0;0.475;0.4;43922.0;0.091;6;28.0;0.9970399999999999;44015.0;0.65;1003333333.0;6.0
8.0;0.83;0.27;;0.08;11;63.0;0.9965200000000001;47178.0;0.48;44052.0;4.0
43868.0;0.605;0.02;44075.0;0.096;10;31.0;0.995;16862.0;0.53;44054.0;6.0
44050.0;0.5;0.09;43863.0;0.115;10;42.0;;43160.0;0.62;43960.0;5.0
43897.0;0.74;0.08;44013.0;0.094;10;;0.9957600000000001;45352.0;0.5;;5.0
